"Name","Key","Section","Italian","English","German","French","Notes","Status","Ready to sync"
"House.chapters.details.title","House.chapters.details.title","House","Dettagli","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.details | tipo: titolo
Italiano attuale (repository prima del pass): ""Dettagli""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/house 390px: 1 righe; /it/house 834px: 1 righe; /it/house 1024px: 1 righe; /it/house 1366px: 1 righe; /it/house 1440px: 1 righe; /it/house 1680px: 1 righe; /it/house 1920px: 1 righe; /it/house 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8194a4f2f41f345d0228
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.details.body","House.chapters.details.body","House","Materiali, oggetti e luce naturale danno carattere agli interni senza trasformare la casa in uno showroom.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.details | tipo: testo
Italiano attuale (repository prima del pass): ""Materiali, oggetti e luce naturale danno carattere agli interni senza trasformare la casa in uno showroom.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
La chiusa «senza trasformare la casa in uno showroom» è difensiva. Possibile semplice taglio dopo revisione: «Materiali, oggetti e luce naturale danno carattere agli interni».
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff812791cde740fb433389
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.details.imageAlt","House.chapters.details.imageAlt","House","Primo piano di una superficie interna materica","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.details | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Primo piano di una superficie interna materica""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff814496bce362c5c89540
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.outside.title","House.chapters.outside.title","House","All'aperto","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.outside | tipo: titolo
Italiano attuale (repository prima del pass): ""All'aperto""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/house 390px: 1 righe; /it/house 834px: 1 righe; /it/house 1024px: 1 righe; /it/house 1366px: 1 righe; /it/house 1440px: 1 righe; /it/house 1680px: 1 righe; /it/house 1920px: 1 righe; /it/house 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81a69299c88016f813f6
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.outside.body","House.chapters.outside.body","House","Il percorso esterno collega direttamente la proprietà alla riva e al paesaggio più ampio di Ranco.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.outside | tipo: testo
Italiano attuale (repository prima del pass): ""Il percorso esterno collega direttamente la proprietà alla riva e al paesaggio più ampio di Ranco.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
«Collega direttamente» può suggerire accesso senza attraversare la strada. Allineare con House.practical.items.beach.value dopo verifica proprietaria; non modificare implicitamente un fatto logistico.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8199a20ecd0d809c1b68
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.outside.imageAlt","House.chapters.outside.imageAlt","House","Cancelli aperti che incorniciano il percorso verso il Lago Maggiore","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.outside | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Cancelli aperti che incorniciano il percorso verso il Lago Maggiore""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81118fa0d05ad747db5a
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.beach.title","House.chapters.beach.title","House","Spiaggia privata","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.beach | tipo: titolo
Italiano attuale (repository prima del pass): ""Spiaggia privata""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/house 390px: 1 righe; /it/house 834px: 1 righe; /it/house 1024px: 2 righe; /it/house 1366px: 2 righe; /it/house 1440px: 2 righe; /it/house 1680px: 2 righe; /it/house 1920px: 1 righe; /it/house 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8157b52cd68dac30925e
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.beach.body","House.chapters.beach.body","House","Dall'altra parte della strada, la spiaggia privata crea un rapporto diretto e semplice con l'acqua.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.beach | tipo: testo
Italiano attuale (repository prima del pass): ""Dall'altra parte della strada, la spiaggia privata crea un rapporto diretto e semplice con l'acqua.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff817dba34db17623138f3
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.chapters.beach.imageAlt","House.chapters.beach.imageAlt","House","Lettini su un prato accanto all'acqua azzurra","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.chapters.beach | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Lettini su un prato accanto all'acqua azzurra""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff815a99edcf93c0281324
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.amenities.eyebrow","House.amenities.eyebrow","House","In sintesi","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.amenities | tipo: occhiello
Italiano attuale (repository prima del pass): ""In sintesi""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8194b252dab44c06936d
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.amenities.title","House.amenities.title","House","Gli elementi essenziali del soggiorno","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.amenities | tipo: titolo
Italiano attuale (repository prima del pass): ""Gli elementi essenziali del soggiorno""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/house 390px: 3 righe; /it/house 834px: 2 righe; /it/house 1024px: 2 righe; /it/house 1366px: 2 righe; /it/house 1440px: 2 righe; /it/house 1680px: 2 righe; /it/house 1920px: 2 righe; /it/house 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8164acbaf1ad3f933dbc
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.amenities.body","House.amenities.body","House","In questa fase sono inclusi solo i fatti principali già confermati.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.amenities | tipo: testo
Italiano attuale (repository prima del pass): ""In questa fase sono inclusi solo i fatti principali già confermati.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Frase di lavorazione («In questa fase»): verificare dotazioni confermate. Possibile sostituzione, dopo verifica: «Le comodità essenziali per il soggiorno».
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8138a282e6ac6ee872ea
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.amenities.items.lakeView","House.amenities.items.lakeView","House","Posizione affacciata sul lago","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.amenities.items | tipo: etichetta
Italiano attuale (repository prima del pass): ""Posizione affacciata sul lago""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8125ae76c5240cb57ef5
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.amenities.items.privateBeach","House.amenities.items.privateBeach","House","Accesso alla spiaggia privata","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.amenities.items | tipo: etichetta
Italiano attuale (repository prima del pass): ""Accesso alla spiaggia privata""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81c488ccf6fd059c1b9e
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.amenities.items.parking","House.amenities.items.parking","House","Parcheggio disponibile","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.amenities.items | tipo: etichetta
Italiano attuale (repository prima del pass): ""Parcheggio disponibile""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff812a836feabc2dad803c
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.amenities.items.equipped","House.amenities.items.equipped","House","Alloggio attrezzato","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.amenities.items | tipo: etichetta
Italiano attuale (repository prima del pass): ""Alloggio attrezzato""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81eca46feb9b0df08ad1
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.eyebrow","House.practical.eyebrow","House","Informazioni pratiche","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical | tipo: occhiello
Italiano attuale (repository prima del pass): ""Informazioni pratiche""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81c58038d2cf1d35b39e
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.title","House.practical.title","House","Cosa è utile sapere","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical | tipo: titolo
Italiano attuale (repository prima del pass): ""Cosa è utile sapere""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/house 390px: 2 righe; /it/house 834px: 1 righe; /it/house 1024px: 1 righe; /it/house 1366px: 1 righe; /it/house 1440px: 1 righe; /it/house 1680px: 1 righe; /it/house 1920px: 1 righe; /it/house 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81a8acbff0d1cc9501fc
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.body","House.practical.body","House","Capienza, regole e istruzioni di arrivo saranno confermate quando i contenuti dell'alloggio saranno definitivi.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical | tipo: testo
Italiano attuale (repository prima del pass): ""Capienza, regole e istruzioni di arrivo saranno confermate quando i contenuti dell'alloggio saranno definitivi.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Capienza e regole ancora da confermare. Servono dati dell’host, non una parafrasi che faccia sembrare completo il contenuto.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81dba10ee8453433b51d
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.setting.label","House.practical.items.setting.label","House","Contesto","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.setting | tipo: etichetta
Italiano attuale (repository prima del pass): ""Contesto""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8179b7bedd800402fd50
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.setting.value","House.practical.items.setting.value","House","Ranco, sulla sponda lombarda del Lago Maggiore.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.setting | tipo: testo
Italiano attuale (repository prima del pass): ""Ranco, sulla sponda lombarda del Lago Maggiore.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81ffa280e693ea3b0c0e
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.arrival.label","House.practical.items.arrival.label","House","Arrivo","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.arrival | tipo: etichetta
Italiano attuale (repository prima del pass): ""Arrivo""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/contact 390px: 1 righe; /it/contact 834px: 1 righe; /it/contact 1024px: 1 righe; /it/contact 1366px: 1 righe; /it/contact 1440px: 1 righe; /it/contact 1680px: 1 righe; /it/contact 1920px: 1 righe; /it/contact 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81e288b9d5eea943f8b3
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.arrival.value","House.practical.items.arrival.value","House","Le istruzioni precise per il check-in saranno condivise direttamente con gli ospiti confermati.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.arrival | tipo: testo
Italiano attuale (repository prima del pass): ""Le istruzioni precise per il check-in saranno condivise direttamente con gli ospiti confermati.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8146acd1de4be92eb61d
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.parking.label","House.practical.items.parking.label","House","Parcheggio","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.parking | tipo: etichetta
Italiano attuale (repository prima del pass): ""Parcheggio""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81d4af59e8f21fb36e36
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.parking.value","House.practical.items.parking.value","House","Il parcheggio fa parte dell'offerta; i dettagli di accesso saranno aggiunti in seguito.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.parking | tipo: testo
Italiano attuale (repository prima del pass): ""Il parcheggio fa parte dell'offerta; i dettagli di accesso saranno aggiunti in seguito.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Accesso al parcheggio ancora da completare; mantenuta l’incertezza esplicita.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81ad83fed2f9b21dd9bf
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.beach.label","House.practical.items.beach.label","House","Spiaggia privata","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.beach | tipo: etichetta
Italiano attuale (repository prima del pass): ""Spiaggia privata""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/house 390px: 1 righe; /it/house 834px: 1 righe; /it/house 1024px: 2 righe; /it/house 1366px: 2 righe; /it/house 1440px: 2 righe; /it/house 1680px: 2 righe; /it/house 1920px: 1 righe; /it/house 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81198381d0811e974d01
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.items.beach.value","House.practical.items.beach.value","House","La spiaggia si trova dall'altra parte della strada rispetto alla proprietà.","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical.items.beach | tipo: testo
Italiano attuale (repository prima del pass): ""La spiaggia si trova dall'altra parte della strada rispetto alla proprietà.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff813db17cc84d8bfac729
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"House.practical.contactLink","House.practical.contactLink","House","Chiedi informazioni sulla casa","","","","AUDIT IT — 2026-09-03 | pagina: /it/house | sezione: House.practical | tipo: CTA
Italiano attuale (repository prima del pass): ""Chiedi informazioni sulla casa""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8119a173f790304adcd7
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.hero.eyebrow","Guide.hero.eyebrow","Guide","Guida locale","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.hero | tipo: occhiello
Italiano attuale (repository prima del pass): ""Guida locale""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81d6acf0f0afdd37c7bf
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.hero.title","Guide.hero.title","Guide","Modi utili per vivere il Lago Maggiore","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.hero | tipo: titolo
Italiano attuale (repository prima del pass): ""Modi utili per vivere il Lago Maggiore""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/guide 390px: 3 righe; /it/guide 834px: 2 righe; /it/guide 1024px: 2 righe; /it/guide 1366px: 2 righe; /it/guide 1440px: 2 righe; /it/guide 1680px: 2 righe; /it/guide 1920px: 2 righe; /it/guide 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81f7bc17df21adc40fb9
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.hero.titleLineOne","Guide.hero.titleLineOne","Guide","Modi utili per vivere","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.hero | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""Modi utili per vivere ""
Rimosso soltanto uno spazio finale ridondante; parole e composizione invariate.
Verifica browser (font/layout originali): /it/guide 390px: 3 righe; /it/guide 834px: 2 righe; /it/guide 1024px: 2 righe; /it/guide 1366px: 2 righe; /it/guide 1440px: 2 righe; /it/guide 1680px: 2 righe; /it/guide 1920px: 2 righe; /it/guide 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff818b85aefc355482b679
DIVERGENZA PREESISTENTE — Italiano in Notion: ""Modi utili"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.hero.titleLineTwo","Guide.hero.titleLineTwo","Guide","il Lago Maggiore","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.hero | tipo: frammento titolo
Italiano attuale (repository prima del pass): ""il Lago Maggiore""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/guide 390px: 3 righe; /it/guide 834px: 2 righe; /it/guide 1024px: 2 righe; /it/guide 1366px: 2 righe; /it/guide 1440px: 2 righe; /it/guide 1680px: 2 righe; /it/guide 1920px: 2 righe; /it/guide 2560px: 2 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8184a7bdc368221d9bba
DIVERGENZA PREESISTENTE — Italiano in Notion: ""per vivere il Lago Maggiore"". La base di questo pass è il repository italiano; verificare con Manu prima di sovrascrivere.
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.hero.body","Guide.hero.body","Guide","Una guida volutamente piccola, basata sul giudizio locale anziché su classifiche, quantità o liste generiche.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.hero | tipo: testo
Italiano attuale (repository prima del pass): ""Una guida volutamente piccola, basata sul giudizio locale anziché su classifiche, quantità o liste generiche.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
«Giudizio locale» e il confronto con classifiche/liste appesantiscono il tono. Possibile alternativa: «Una piccola guida nata dalla conoscenza del luogo». Confermare curatela locale prima della pubblicazione.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81dd85bee91cf6d43fe1
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.hero.imageAlt","Guide.hero.imageAlt","Guide","Cancelli aperti che conducono verso il Lago Maggiore","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.hero | tipo: testo alternativo
Italiano attuale (repository prima del pass): ""Cancelli aperti che conducono verso il Lago Maggiore""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff812c8a06f9af55de84ad
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.eat.eyebrow","Guide.categories.eat.eyebrow","Guide","01","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.eat | tipo: occhiello
Italiano attuale (repository prima del pass): ""01""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff816cb0eeffc5f0f19696
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.eat.label","Guide.categories.eat.label","Guide","Mangiare","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.eat | tipo: etichetta
Italiano attuale (repository prima del pass): ""Mangiare""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/guide 390px: 1 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 1 righe; /it/guide 1366px: 1 righe; /it/guide 1440px: 1 righe; /it/guide 1680px: 1 righe; /it/guide 1920px: 1 righe; /it/guide 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff8182bd58f34fd85fd9e0
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.eat.description","Guide.categories.eat.description","Guide","Ristoranti, bar, aperitivi e pranzi scelti per il loro contesto, non per completezza.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.eat | tipo: testo
Italiano attuale (repository prima del pass): ""Ristoranti, bar, aperitivi e pranzi scelti per il loro contesto, non per completezza.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
«Non per completezza» è formulazione di progetto. Manu può valutare «Una selezione di ristoranti, bar e aperitivi legati al territorio» dopo conferma delle raccomandazioni reali.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81838e60f8cde2cbd8d3
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.water.eyebrow","Guide.categories.water.eyebrow","Guide","02","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.water | tipo: occhiello
Italiano attuale (repository prima del pass): ""02""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81ab863cc40f88e218fa
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.water.label","Guide.categories.water.label","Guide","Sull'acqua","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.water | tipo: etichetta
Italiano attuale (repository prima del pass): ""Sull'acqua""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Verifica browser (font/layout originali): /it/guide 390px: 1 righe; /it/guide 834px: 1 righe; /it/guide 1024px: 1 righe; /it/guide 1366px: 1 righe; /it/guide 1440px: 1 righe; /it/guide 1680px: 1 righe; /it/guide 1920px: 1 righe; /it/guide 2560px: 1 righe.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff813bbd82dd262735c931
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.water.description","Guide.categories.water.description","Guide","Nuoto, barche ed esperienze che rendono il lago parte della giornata.","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.water | tipo: testo
Italiano attuale (repository prima del pass): ""Nuoto, barche ed esperienze che rendono il lago parte della giornata.""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81dc8e49d1f634ffcde6
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
"Guide.categories.explore.eyebrow","Guide.categories.explore.eyebrow","Guide","03","","","","AUDIT IT — 2026-09-03 | pagina: /it/guide | sezione: Guide.categories.explore | tipo: occhiello
Italiano attuale (repository prima del pass): ""03""
Testo conservato dopo revisione; nessuna riscrittura necessaria o informazione nuova introdotta.
Riga Notion esistente: https://app.notion.com/3cb7a757f8ff81d4b616e6d5cef8e7a5
Key presente anche in messages/en.json, messages/de.json e messages/fr.json. Nessuna traduzione propagata; celle lingua Notion preservate (vuote se assenti).","Needs review","false"
